76,x,x,x,b,b,b,o,o,b,positive
77,x,x,x,b,b,b,o,b,o,positive
78,x,x,x,b,b,b,b,o,o,positive
79,x,x,o,x,x,o,o,o,x,positive
80,x,x,o,x,o,x,x,o,o,positive
81,x,x,o,x,o,o,x,o,x,positive
82,x,x,o,x,o,o,x,b,b,positive
83,x,x,o,x,o,b,x,o,b,positive
84,x,x,o,x,o,b,x,b,o,positive
85,x,x,o,x,b,o,x,o,b,positive
86,x,x,o,x,b,b,x,o,o,positive
87,x,x,o,o,x,x,o,x,o,positive
88,x,x,o,o,x,x,o,o,x,positive
89,x,x,o,o,x,o,x,o,x,positive
90,x,x,o,o,x,o,o,x,x,positive
91,x,x,o,o,x,o,b,x,b,positive
92,x,x,o,o,x,o,b,b,x,positive
93,x,x,o,o,x,b,o,x,b,positive
94,x,x,o,o,x,b,o,b,x,positive
95,x,x,o,o,x,b,b,x,o,positive
96,x,x,o,o,x,b,b,o,x,positive
97,x,x,o,b,x,o,o,x,b,positive
98,x,x,o,b,x,o,o,b,x,positive
99,x,x,o,b,x,o,b,o,x,positive
100,x,x,o,b,x,b,o,x,o,positive
101,x,x,o,b,x,b,o,o,x,positive
102,x,x,b,x,o,o,x,o,b,positive
103,x,x,b,x,o,o,x,b,o,positive
104,x,x,b,x,o,b,x,o,o,positive
105,x,x,b,x,b,o,x,o,o,positive
106,x,x,b,o,x,o,o,x,b,positive
107,x,x,b,o,x,o,o,b,x,positive
108,x,x,b,o,x,o,b,x,o,positive
109,x,x,b,o,x,o,b,o,x,positive
110,x,x,b,o,x,b,o,x,o,positive
111,x,x,b,o,x,b,o,o,x,positive
112,x,x,b,b,x,o,o,x,o,positive
113,x,x,b,b,x,o,o,o,x,positive
114,x,o,x,x,x,o,x,o,o,positive
115,x,o,x,x,x,o,o,o,x,positive
116,x,o,x,x,o,o,x,x,o,positive
117,x,o,x,x,o,o,x,b,b,positive
118,x,o,x,x,o,b,x,b,o,positive
119,x,o,x,x,b,o,x,o,b,positive
120,x,o,x,x,b,o,x,b,o,positive
121,x,o,x,x,b,b,x,o,o,positive
122,x,o,x,o,x,x,x,o,o,positive
123,x,o,x,o,x,x,o,o,x,positive
124,x,o,x,o,x,o,x,x,o,positive
125,x,o,x,o,x,o,x,o,x,positive
126,x,o,x,o,x,o,x,b,b,positive
127,x,o,x,o,x,o,o,x,x,positive
128,x,o,x,o,x,o,b,b,x,positive
129,x,o,x,o,x,b,x,o,b,positive
130,x,o,x,o,x,b,x,b,o,positive
131,x,o,x,o,x,b,o,b,x,positive
132,x,o,x,o,x,b,b,o,x,positive
133,x,o,x,o,o,x,o,x,x,positive
134,x,o,x,o,o,x,b,b,x,positive
135,x,o,x,o,b,x,o,b,x,positive
136,x,o,x,o,b,x,b,o,x,positive
137,x,o,x,b,x,o,x,o,b,positive
138,x,o,x,b,x,o,x,b,o,positive
139,x,o,x,b,x,o,o,b,x,positive
140,x,o,x,b,x,o,b,o,x,positive
141,x,o,x,b,x,b,x,o,o,positive
142,x,o,x,b,x,b,o,o,x,positive
143,x,o,x,b,o,x,o,b,x,positive
144,x,o,x,b,b,x,o,o,x,positive
145,x,o,o,x,x,x,x,o,o,positive
146,x,o,o,x,x,x,o,x,o,positive
147,x,o,o,x,x,x,o,o,x,positive
148,x,o,o,x,x,x,o,b,b,positive
149,x,o,o,x,x,x,b,o,b,positive
150,x,o,o,x,x,x,b,b,o,positive
151,x,o,o,x,x,o,x,o,x,positive
152,x,o,o,x,x,o,x,b,b,positive
153,x,o,o,x,x,o,o,x,x,positive
154,x,o,o,x,x,o,b,b,x,positive
155,x,o,o,x,x,b,x,o,b,positive
156,x,o,o,x,x,b,x,b,o,positive
157,x,o,o,x,x,b,o,b,x,positive
158,x,o,o,x,x,b,b,o,x,positive
159,x,o,o,x,o,x,x,x,o,positive
160,x,o,o,x,o,x,x,b,b,positive
161,x,o,o,x,o,o,x,x,x,positive
162,x,o,o,x,o,b,x,x,b,positive
163,x,o,o,x,o,b,x,b,x,positive
164,x,o,o,x,b,x,x,o,b,positive
165,x,o,o,x,b,x,x,b,o,positive
166,x,o,o,x,b,o,x,x,b,positive
167,x,o,o,x,b,o,x,b,x,positive
168,x,o,o,x,b,b,x,x,o,positive
169,x,o,o,x,b,b,x,o,x,positive
170,x,o,o,x,b,b,x,b,b,positive
171,x,o,o,o,x,x,x,o,x,positive
172,x,o,o,o,x,x,o,x,x,positive
173,x,o,o,o,x,x,b,b,x,positive
174,x,o,o,o,x,o,x,x,x,positive
175,x,o,o,o,x,b,x,b,x,positive
176,x,o,o,o,x,b,b,x,x,positive
177,x,o,o,o,o,x,x,x,x,positive
178,x,o,o,o,b,b,x,x,x,positive
179,x,o,o,b,x,x,o,b,x,positive
180,x,o,o,b,x,x,b,o,x,positive
181,x,o,o,b,x,o,x,b,x,positive
182,x,o,o,b,x,o,b,x,x,positive
183,x,o,o,b,x,b,x,o,x,positive
184,x,o,o,b,x,b,o,x,x,positive
185,x,o,o,b,x,b,b,b,x,positive
186,x,o,o,b,o,b,x,x,x,positive
187,x,o,o,b,b,o,x,x,x,positive
188,x,o,b,x,x,x,o,o,b,positive
189,x,o,b,x,x,x,o,b,o,positive
190,x,o,b,x,x,x,b,o,o,positive
191,x,o,b,x,x,o,x,o,b,positive
192,x,o,b,x,x,o,x,b,o,positive
193,x,o,b,x,x,o,o,b,x,positive
194,x,o,b,x,x,o,b,o,x,positive
195,x,o,b,x,x,b,x,o,o,positive
196,x,o,b,x,x,b,o,o,x,positive
197,x,o,b,x,o,x,x,b,o,positive
198,x,o,b,x,o,o,x,x,b,positive
199,x,o,b,x,o,o,x,b,x,positive
200,x,o,b,x,o,b,x,x,o,positive
201,x,o,b,x,o,b,x,b,b,positive
202,x,o,b,x,b,x,x,o,o,positive
203,x,o,b,x,b,o,x,x,o,positive
204,x,o,b,x,b,o,x,o,x,positive
205,x,o,b,x,b,o,x,b,b,positive
206,x,o,b,x,b,b,x,o,b,positive
207,x,o,b,x,b,b,x,b,o,positive
208,x,o,b,o,x,x,o,b,x,positive
209,x,o,b,o,x,x,b,o,x,positive
210,x,o,b,o,x,o,x,b,x,positive
211,x,o,b,o,x,o,b,x,x,positive
212,x,o,b,o,x,b,x,o,x,positive
213,x,o,b,o,x,b,o,x,x,positive
214,x,o,b,o,x,b,b,b,x,positive
215,x,o,b,o,o,b,x,x,x,positive
216,x,o,b,o,b,o,x,x,x,positive
217,x,o,b,b,x,x,o,o,x,positive
218,x,o,b,b,x,o,x,o,x,positive
219,x,o,b,b,x,o,o,x,x,positive
220,x,o,b,b,x,o,b,b,x,positive
221,x,o,b,b,x,b,o,b,x,positive
222,x,o,b,b,x,b,b,o,x,positive
223,x,o,b,b,o,o,x,x,x,positive
224,x,b,x,x,o,o,x,o,b,positive
225,x,b,x,x,o,o,x,b,o,positive
226,x,b,x,x,o,b,x,o,o,positive
227,x,b,x,x,b,o,x,o,o,positive
228,x,b,x,o,x,o,x,o,b,positive
229,x,b,x,o,x,o,x,b,o,positive
230,x,b,x,o,x,o,o,b,x,positive
231,x,b,x,o,x,o,b,o,x,positive
232,x,b,x,o,x,b,x,o,o,positive
233,x,b,x,o,x,b,o,o,x,positive
234,x,b,x,o,o,x,o,b,x,positive
235,x,b,x,o,o,x,b,o,x,positive
236,x,b,x,o,b,x,o,o,x,positive
237,x,b,x,b,x,o,x,o,o,positive
238,x,b,x,b,x,o,o,o,x,positive
239,x,b,x,b,o,x,o,o,x,positive
240,x,b,o,x,x,x,o,o,b,positive
241,x,b,o,x,x,x,o,b,o,positive
242,x,b,o,x,x,x,b,o,o,positive
243,x,b,o,x,x,o,x,o,b,positive
244,x,b,o,x,x,o,o,b,x,positive
245,x,b,o,x,x,o,b,o,x,positive
246,x,b,o,x,x,b,x,o,o,positive
247,x,b,o,x,x,b,o,o,x,positive
248,x,b,o,x,o,x,x,o,b,positive
249,x,b,o,x,o,x,x,b,o,positive
250,x,b,o,x,o,o,x,x,b,positive
251,x,b,o,x,o,o,x,b,x,positive
252,x,b,o,x,o,b,x,x,o,positive
253,x,b,o,x,o,b,x,o,x,positive
254,x,b,o,x,o,b,x,b,b,positive
255,x,b,o,x,b,x,x,o,o,positive
256,x,b,o,x,b,o,x,o,x,positive
257,x,b,o,x,b,o,x,b,b,positive
258,x,b,o,x,b,b,x,o,b,positive
259,x,b,o,x,b,b,x,b,o,positive
260,x,b,o,o,x,x,o,b,x,positive
261,x,b,o,o,x,x,b,o,x,positive
262,x,b,o,o,x,o,x,b,x,positive
263,x,b,o,o,x,o,b,x,x,positive
264,x,b,o,o,x,b,x,o,x,positive
265,x,b,o,o,x,b,o,x,x,positive
266,x,b,o,o,x,b,b,b,x,positive
267,x,b,o,o,o,b,x,x,x,positive
268,x,b,o,o,b,o,x,x,x,positive
269,x,b,o,b,x,x,o,o,x,positive
270,x,b,o,b,x,o,x,o,x,positive
271,x,b,o,b,x,o,o,x,x,positive
272,x,b,o,b,x,o,b,b,x,positive
273,x,b,o,b,x,b,o,b,x,positive
274,x,b,o,b,x,b,b,o,x,positive
275,x,b,o,b,o,o,x,x,x,positive
276,x,b,b,x,x,o,x,o,o,positive
277,x,b,b,x,x,o,o,o,x,positive
278,x,b,b,x,o,x,x,o,o,positive
279,x,b,b,x,o,o,x,x,o,positive
280,x,b,b,x,o,o,x,o,x,positive
281,x,b,b,x,o,o,x,b,b,positive
282,x,b,b,x,o,b,x,o,b,positive
283,x,b,b,x,o,b,x,b,o,positive
284,x,b,b,x,b,o,x,o,b,positive
285,x,b,b,x,b,o,x,b,o,positive
286,x,b,b,x,b,b,x,o,o,positive
287,x,b,b,o,x,x,o,o,x,positive
288,x,b,b,o,x,o,x,o,x,positive
289,x,b,b,o,x,o,o,x,x,positive
290,x,b,b,o,x,o,b,b,x,positive
291,x,b,b,o,x,b,o,b,x,positive
292,x,b,b,o,x,b,b,o,x,positive
293,x,b,b,b,x,o,o,b,x,positive
294,x,b,b,b,x,o,b,o,x,positive
295,x,b,b,b,x,b,o,o,x,positive
296,o,x,x,x,x,o,x,o,o,positive
297,o,x,x,x,x,o,o,x,o,positive
298,o,x,x,x,o,x,o,o,x,positive
299,o,x,x,o,x,x,x,o,o,positive
300,o,x,x,o,x,o,x,x,o,positive
301,o,x,x,o,x,o,x,o,x,positive
302,o,x,x,o,x,o,x,b,b,positive
303,o,x,x,o,x,o,b,x,b,positive
304,o,x,x,o,x,b,x,o,b,positive
305,o,x,x,o,x,b,x,b,o,positive
306,o,x,x,o,x,b,b,x,o,positive
307,o,x,x,o,o,x,x,o,x,positive
308,o,x,x,o,o,x,b,b,x,positive
309,o,x,x,o,b,x,b,o,x,positive
310,o,x,x,b,x,o,x,o,b,positive
311,o,x,x,b,x,o,x,b,o,positive
312,o,x,x,b,x,o,o,x,b,positive
313,o,x,x,b,x,o,b,x,o,positive
314,o,x,x,b,x,b,x,o,o,positive
315,o,x,x,b,x,b,o,x,o,positive
316,o,x,x,b,o,x,o,b,x,positive
317,o,x,x,b,o,x,b,o,x,positive
318,o,x,x,b,b,x,o,o,x,positive
319,o,x,o,x,x,x,x,o,o,positive
320,o,x,o,x,x,x,o,x,o,positive
321,o,x,o,x,x,x,o,o,x,positive
322,o,x,o,x,x,x,o,b,b,positive
323,o,x,o,x,x,x,b,o,b,positive
324,o,x,o,x,x,x,b,b,o,positive
325,o,x,o,x,x,o,o,x,x,positive
326,o,x,o,x,x,o,b,x,b,positive
327,o,x,o,x,x,b,o,x,b,positive
328,o,x,o,x,x,b,b,x,o,positive
329,o,x,o,x,o,o,x,x,x,positive
330,o,x,o,o,x,x,x,x,o,positive
331,o,x,o,o,x,x,b,x,b,positive
332,o,x,o,o,x,o,x,x,x,positive
333,o,x,o,o,x,b,x,x,b,positive
334,o,x,o,o,x,b,b,x,x,positive
335,o,x,o,o,o,x,x,x,x,positive
336,o,x,o,o,b,b,x,x,x,positive
337,o,x,o,b,x,x,o,x,b,positive
338,o,x,o,b,x,x,b,x,o,positive
339,o,x,o,b,x,o,x,x,b,positive
340,o,x,o,b,x,o,b,x,x,positive
341,o,x,o,b,x,b,x,x,o,positive
342,o,x,o,b,x,b,o,x,x,positive
343,o,x,o,b,x,b,b,x,b,positive
344,o,x,o,b,o,b,x,x,x,positive
345,o,x,o,b,b,o,x,x,x,positive
346,o,x,b,x,x,x,o,o,b,positive
347,o,x,b,x,x,x,o,b,o,positive
348,o,x,b,x,x,x,b,o,o,positive
349,o,x,b,x,x,o,o,x,b,positive
350,o,x,b,x,x,o,b,x,o,positive
351,o,x,b,x,x,b,o,x,o,positive
352,o,x,b,o,x,x,b,x,o,positive
353,o,x,b,o,x,o,x,x,b,positive
354,o,x,b,o,x,o,b,x,x,positive
355,o,x,b,o,x,b,x,x,o,positive
356,o,x,b,o,x,b,b,x,b,positive
357,o,x,b,o,o,b,x,x,x,positive
358,o,x,b,o,b,o,x,x,x,positive
359,o,x,b,b,x,x,o,x,o,positive
360,o,x,b,b,x,o,x,x,o,positive
361,o,x,b,b,x,o,o,x,x,positive
362,o,x,b,b,x,o,b,x,b,positive
363,o,x,b,b,x,b,o,x,b,positive
364,o,x,b,b,x,b,b,x,o,positive
365,o,x,b,b,o,o,x,x,x,positive
366,o,o,x,x,x,x,x,o,o,positive
367,o,o,x,x,x,x,o,x,o,positive
368,o,o,x,x,x,x,o,o,x,positive
369,o,o,x,x,x,x,o,b,b,positive
370,o,o,x,x,x,x,b,o,b,positive
371,o,o,x,x,x,x,b,b,o,positive
372,o,o,x,x,x,o,x,x,o,positive
373,o,o,x,x,x,o,x,o,x,positive
374,o,o,x,x,x,o,x,b,b,positive
375,o,o,x,x,x,b,x,o,b,positive
376,o,o,x,x,x,b,x,b,o,positive
377,o,o,x,x,o,x,o,x,x,positive
378,o,o,x,x,o,x,b,b,x,positive
379,o,o,x,x,o,o,x,x,x,positive
380,o,o,x,x,b,x,o,b,x,positive
381,o,o,x,x,b,x,b,o,x,positive
382,o,o,x,o,x,x,x,x,o,positive
383,o,o,x,o,x,x,x,o,x,positive
384,o,o,x,o,x,x,x,b,b,positive
385,o,o,x,o,x,x,b,b,x,positive
386,o,o,x,o,x,o,x,x,x,positive
387,o,o,x,o,x,b,x,x,b,positive
388,o,o,x,o,x,b,x,b,x,positive
389,o,o,x,o,o,x,x,x,x,positive
390,o,o,x,o,b,x,x,b,x,positive
391,o,o,x,o,b,x,b,x,x,positive
392,o,o,x,o,b,b,x,x,x,positive
393,o,o,x,b,x,x,x,o,b,positive
394,o,o,x,b,x,x,x,b,o,positive
395,o,o,x,b,x,x,o,b,x,positive
396,o,o,x,b,x,x,b,o,x,positive
397,o,o,x,b,x,o,x,x,b,positive
398,o,o,x,b,x,o,x,b,x,positive
399,o,o,x,b,x,b,x,x,o,positive
400,o,o,x,b,x,b,x,o,x,positive
401,o,o,x,b,x,b,x,b,b,positive
402,o,o,x,b,o,x,x,b,x,positive
403,o,o,x,b,o,x,b,x,x,positive
404,o,o,x,b,o,b,x,x,x,positive
405,o,o,x,b,b,x,x,o,x,positive
406,o,o,x,b,b,x,o,x,x,positive
407,o,o,x,b,b,x,b,b,x,positive
408,o,o,x,b,b,o,x,x,x,positive
409,o,o,b,x,x,x,x,o,b,positive
410,o,o,b,x,x,x,x,b,o,positive
411,o,o,b,x,x,x,o,x,b,positive
412,o,o,b,x,x,x,o,b,x,positive
413,o,o,b,x,x,x,b,x,o,positive
414,o,o,b,x,x,x,b,o,x,positive
415,o,o,b,x,x,x,b,b,b,positive
416,o,o,b,x,o,b,x,x,x,positive
417,o,o,b,x,b,o,x,x,x,positive
418,o,o,b,o,x,b,x,x,x,positive
419,o,o,b,o,b,x,x,x,x,positive
420,o,o,b,b,x,o,x,x,x,positive
421,o,o,b,b,o,x,x,x,x,positive
422,o,o,b,b,b,b,x,x,x,positive
423,o,b,x,x,x,x,o,o,b,positive
424,o,b,x,x,x,x,o,b,o,positive
425,o,b,x,x,x,x,b,o,o,positive
426,o,b,x,x,x,o,x,o,b,positive
427,o,b,x,x,x,o,x,b,o,positive
428,o,b,x,x,x,b,x,o,o,positive
429,o,b,x,x,o,x,o,b,x,positive
430,o,b,x,x,o,x,b,o,x,positive
431,o,b,x,x,b,x,o,o,x,positive
432,o,b,x,o,x,x,x,o,b,positive
433,o,b,x,o,x,x,x,b,o,positive
434,o,b,x,o,x,x,b,o,x,positive
435,o,b,x,o,x,o,x,x,b,positive
436,o,b,x,o,x,o,x,b,x,positive
437,o,b,x,o,x,b,x,x,o,positive
438,o,b,x,o,x,b,x,o,x,positive
439,o,b,x,o,x,b,x,b,b,positive
440,o,b,x,o,o,x,x,b,x,positive
441,o,b,x,o,o,x,b,x,x,positive
442,o,b,x,o,o,b,x,x,x,positive
443,o,b,x,o,b,x,x,o,x,positive
444,o,b,x,o,b,x,b,b,x,positive
445,o,b,x,o,b,o,x,x,x,positive
446,o,b,x,b,x,x,x,o,o,positive
447,o,b,x,b,x,x,o,o,x,positive
448,o,b,x,b,x,o,x,x,o,positive
449,o,b,x,b,x,o,x,o,x,positive
450,o,b,x,b,x,o,x,b,b,positive
451,o,b,x,b,x,b,x,o,b,positive
452,o,b,x,b,x,b,x,b,o,positive
453,o,b,x,b,o,x,x,o,x,positive
454,o,b,x,b,o,x,o,x,x,positive
455,o,b,x,b,o,x,b,b,x,positive
456,o,b,x,b,o,o,x,x,x,positive
457,o,b,x,b,b,x,o,b,x,positive
458,o,b,x,b,b,x,b,o,x,positive
459,o,b,o,x,x,x,x,o,b,positive
460,o,b,o,x,x,x,x,b,o,positive
461,o,b,o,x,x,x,o,x,b,positive
462,o,b,o,x,x,x,o,b,x,positive
463,o,b,o,x,x,x,b,x,o,positive
464,o,b,o,x,x,x,b,o,x,positive
465,o,b,o,x,x,x,b,b,b,positive
466,o,b,o,x,o,b,x,x,x,positive
467,o,b,o,x,b,o,x,x,x,positive
468,o,b,o,o,x,b,x,x,x,positive
469,o,b,o,o,b,x,x,x,x,positive
470,o,b,o,b,x,o,x,x,x,positive
471,o,b,o,b,o,x,x,x,x,positive
472,o,b,o,b,b,b,x,x,x,positive
473,o,b,b,x,x,x,x,o,o,positive
474,o,b,b,x,x,x,o,x,o,positive
475,o,b,b,x,x,x,o,o,x,positive
476,o,b,b,x,x,x,o,b,b,positive
477,o,b,b,x,x,x,b,o,b,positive
478,o,b,b,x,x,x,b,b,o,positive
479,o,b,b,x,o,o,x,x,x,positive
480,o,b,b,o,x,o,x,x,x,positive
481,o,b,b,o,o,x,x,x,x,positive
482,o,b,b,o,b,b,x,x,x,positive
483,o,b,b,b,o,b,x,x,x,positive
484,o,b,b,b,b,o,x,x,x,positive
485,b,x,x,o,x,o,x,o,b,positive
486,b,x,x,o,x,o,x,b,o,positive
487,b,x,x,o,x,o,o,x,b,positive
488,b,x,x,o,x,o,b,x,o,positive
489,b,x,x,o,x,b,x,o,o,positive
490,b,x,x,o,x,b,o,x,o,positive
491,b,x,x,o,o,x,o,b,x,positive
492,b,x,x,o,o,x,b,o,x,positive
493,b,x,x,o,b,x,o,o,x,positive
494,b,x,x,b,x,o,x,o,o,positive
495,b,x,x,b,x,o,o,x,o,positive
496,b,x,x,b,o,x,o,o,x,positive
497,b,x,o,x,x,x,o,o,b,positive
498,b,x,o,x,x,x,o,b,o,positive
499,b,x,o,x,x,x,b,o,o,positive
500,b,x,o,x,x,o,o,x,b,positive
501,b,x,o,x,x,b,o,x,o,positive
502,b,x,o,o,x,x,o,x,b,positive
503,b,x,o,o,x,x,b,x,o,positive
504,b,x,o,o,x,o,x,x,b,positive
505,b,x,o,o,x,o,b,x,x,positive
506,b,x,o,o,x,b,x,x,o,positive
507,b,x,o,o,x,b,o,x,x,positive
508,b,x,o,o,x,b,b,x,b,positive
509,b,x,o,o,o,b,x,x,x,positive
510,b,x,o,o,b,o,x,x,x,positive
511,b,x,o,b,x,x,o,x,o,positive
512,b,x,o,b,x,o,o,x,x,positive
513,b,x,o,b,x,o,b,x,b,positive
514,b,x,o,b,x,b,o,x,b,positive
515,b,x,o,b,x,b,b,x,o,positive
516,b,x,o,b,o,o,x,x,x,positive
517,b,x,b,x,x,o,o,x,o,positive
518,b,x,b,o,x,x,o,x,o,positive
519,b,x,b,o,x,o,x,x,o,positive
520,b,x,b,o,x,o,o,x,x,positive
521,b,x,b,o,x,o,b,x,b,positive
522,b,x,b,o,x,b,o,x,b,positive
523,b,x,b,o,x,b,b,x,o,positive
524,b,x,b,b,x,o,o,x,b,positive
525,b,x,b,b,x,o,b,x,o,positive
526,b,x,b,b,x,b,o,x,o,positive
527,b,o,x,x,x,x,o,o,b,positive
528,b,o,x,x,x,x,o,b,o,positive
529,b,o,x,x,x,x,b,o,o,positive
530,b,o,x,x,x,o,x,o,b,positive
531,b,o,x,x,x,o,x,b,o,positive
532,b,o,x,x,x,b,x,o,o,positive
533,b,o,x,x,o,x,o,b,x,positive
534,b,o,x,x,b,x,o,o,x,positive
535,b,o,x,o,x,x,x,o,b,positive
536,b,o,x,o,x,x,x,b,o,positive
537,b,o,x,o,x,x,o,b,x,positive
538,b,o,x,o,x,x,b,o,x,positive
539,b,o,x,o,x,o,x,x,b,positive
540,b,o,x,o,x,o,x,b,x,positive
541,b,o,x,o,x,b,x,x,o,positive
542,b,o,x,o,x,b,x,o,x,positive
543,b,o,x,o,x,b,x,b,b,positive
544,b,o,x,o,o,x,x,b,x,positive
545,b,o,x,o,o,x,b,x,x,positive
546,b,o,x,o,o,b,x,x,x,positive
547,b,o,x,o,b,x,x,o,x,positive
548,b,o,x,o,b,x,o,x,x,positive
549,b,o,x,o,b,x,b,b,x,positive
550,b,o,x,o,b,o,x,x,x,positive
551,b,o,x,b,x,x,x,o,o,positive
552,b,o,x,b,x,x,o,o,x,positive
553,b,o,x,b,x,o,x,x,o,positive
554,b,o,x,b,x,o,x,o,x,positive
555,b,o,x,b,x,o,x,b,b,positive
556,b,o,x,b,x,b,x,o,b,positive
557,b,o,x,b,x,b,x,b,o,positive
558,b,o,x,b,o,x,o,x,x,positive
559,b,o,x,b,o,x,b,b,x,positive
560,b,o,x,b,o,o,x,x,x,positive
561,b,o,x,b,b,x,o,b,x,positive
562,b,o,x,b,b,x,b,o,x,positive
563,b,o,o,x,x,x,x,o,b,positive
564,b,o,o,x,x,x,x,b,o,positive
565,b,o,o,x,x,x,o,x,b,positive
566,b,o,o,x,x,x,o,b,x,positive
567,b,o,o,x,x,x,b,x,o,positive
568,b,o,o,x,x,x,b,o,x,positive
569,b,o,o,x,x,x,b,b,b,positive
570,b,o,o,x,o,b,x,x,x,positive
571,b,o,o,x,b,o,x,x,x,positive
572,b,o,o,o,x,b,x,x,x,positive
573,b,o,o,o,b,x,x,x,x,positive
574,b,o,o,b,x,o,x,x,x,positive
575,b,o,o,b,o,x,x,x,x,positive
576,b,o,o,b,b,b,x,x,x,positive
577,b,o,b,x,x,x,x,o,o,positive
578,b,o,b,x,x,x,o,x,o,positive
579,b,o,b,x,x,x,o,o,x,positive
580,b,o,b,x,x,x,o,b,b,positive
581,b,o,b,x,x,x,b,o,b,positive
582,b,o,b,x,x,x,b,b,o,positive
583,b,o,b,x,o,o,x,x,x,positive
584,b,o,b,o,x,o,x,x,x,positive
585,b,o,b,o,o,x,x,x,x,positive
586,b,o,b,o,b,b,x,x,x,positive
587,b,o,b,b,o,b,x,x,x,positive
588,b,o,b,b,b,o,x,x,x,positive
589,b,b,x,x,x,o,x,o,o,positive
590,b,b,x,x,o,x,o,o,x,positive
591,b,b,x,o,x,x,x,o,o,positive
592,b,b,x,o,x,x,o,o,x,positive
593,b,b,x,o,x,o,x,x,o,positive
594,b,b,x,o,x,o,x,o,x,positive
595,b,b,x,o,x,o,x,b,b,positive
596,b,b,x,o,x,b,x,o,b,positive
597,b,b,x,o,x,b,x,b,o,positive
598,b,b,x,o,o,x,x,o,x,positive
599,b,b,x,o,o,x,o,x,x,positive
600,b,b,x,o,o,x,b,b,x,positive
601,b,b,x,o,b,x,o,b,x,positive
602,b,b,x,o,b,x,b,o,x,positive
603,b,b,x,b,x,o,x,o,b,positive
604,b,b,x,b,x,o,x,b,o,positive
605,b,b,x,b,x,b,x,o,o,positive
606,b,b,x,b,o,x,o,b,x,positive
607,b,b,x,b,o,x,b,o,x,positive
608,b,b,x,b,b,x,o,o,x,positive
